feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_13,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,feature_23,feature_24,target
-0.04188,-0.30567,-1.66886,1.23305,1.07754,-0.01423,-1.33604,0.1641,-2.45005,2.42338,-0.63153,-0.2475,-0.92169,0.96058,-1.1372,-0.55538,0.93818,2.25979,-4.10658,-1.20785,0.593204,0
-0.60379,-1.22198,2.68977,-2.2148,-1.02342,1.42505,0.64974,-1.52082,-0.98312,0.15242,0.66986,-0.93329,1.66624,0.22611,0.65564,-2.06279,0.16385199999999997,0.5848,-0.46947,3.6005,0.46036,1
-0.19707,-3.02506,2.85264,4.3772,-3.79777,-3.98023,-0.17908,2.83352,-5.3053,-0.88469,-0.04835,1.15429,-1.08989,0.96491,-0.78546,-1.6229,1.85573,5.32644,3.22515,-1.77937,1.3351099999999998,0
0.35536,-0.624588,3.36137,-1.15491,-1.58425,-3.82441,0.68698,2.5225,-2.34193,2.01681,0.12726,0.57313,-1.3424,0.28759,0.11215,-4.6683,-0.66538,3.20035,3.98686,-5.25243,0.5886,0
-1.598982,-0.7407039999999999,0.07429,2.00639,1.17549,-0.003727999999999998,-1.19252,-0.2758,0.11069,0.33826,-0.56144,0.05445,-1.486,-0.48548,-1.14539,0.21162,0.96219,-0.23211,0.01342,3.25038,1.9606440000000003,0
1.77568,4.78884,6.62179,-14.42632,-5.66841,5.8194,-1.00891,-3.01472,1.02245,-0.06077,-1.36584,-0.99171,-1.42839,-0.2859,-0.92046,1.06706,-0.88598,-12.03041,-3.09209,0.3481,0.94877,0
2.37907,-1.67097,-0.58486,-1.24463,-8.94051,7.72204,1.1607,-1.11272,3.10664,-0.27353,-0.54504,-1.46608,-0.74844,-1.40776,0.62795,9.48381,0.392884,-9.88206,0.78666,0.9979,3.35841,0
-0.73872,-0.62199,1.10278,-0.24809,-0.23921,0.9425380000000001,0.86217,0.26313,-1.95641,1.01455,0.77935,1.08866,1.58755,-1.29972,-0.27946,-0.27027,-1.31799,1.78383,-1.55002,0.98519,0.53847,0
-3.41586,-0.22233799999999998,2.44607,-3.5762,-1.79314,1.7418,-0.60229,-2.32402,0.98208,-0.23837,-0.82537,-0.39488,-1.11769,0.52305,-0.34124,-0.10114,1.156,-3.13777,-2.63948,1.95936,1.819578,0
2.63647,1.6876,-0.29378,1.36355,-0.93528,-3.24047,-0.80476,1.73136,-0.04134,-3.78557,-0.43367,-0.04545,0.66426,0.64274,-1.75878,3.80744,-0.372596,-4.88588,1.60553,-3.73359,1.5336,0
0.82943,-0.660766,0.77993,4.201934,0.64845,-0.40226,0.5585,1.35041,-0.11296,-0.3351,0.47218,-1.8561,1.13514,-0.74031,-0.60354,1.90582,-0.14968,-0.68537,2.50337,2.48346,2.7510779999999997,0
1.76099,1.45075,2.57311,-1.193622,2.93647,-1.11323,-0.3202,2.2029,-3.41805,1.13058,-0.63595,-0.11721,-1.49092,0.40248,-0.49009,0.68691,0.286446,-0.33638,-1.99976,-0.83603,1.50968,0
-6.52279,-3.644756,-4.0541,13.31997,1.34891,-3.24008,0.48147,2.30547,-3.83888,-1.62241,-0.86198,0.8441,-0.58058,1.28052,0.55521,-0.21225,-0.80988,9.111996000000001,-0.22132,4.18357,2.94349,0
2.37792,1.53662,-0.49074,2.12076,-0.06805,-2.78628,-0.28418,1.21809,-1.81366,-1.23312,0.18205,-0.41995,0.27995,0.14804,0.21738,1.85681,-0.26956,-3.04065,-0.86226,-2.14679,2.46708,0
-0.38142,-2.39011,-3.67662,5.72736,2.84341,-1.75874,1.49303,-0.20614,-3.96048,1.64952,-0.35501,-0.70581,-0.97652,-0.48896,-0.93302,-2.39602,-1.66625,7.2469,-4.45492,1.11149,-1.31952,0
3.84825,3.05025,0.11504,-0.11022800000000002,3.21846,-0.8966559999999999,-0.19752,0.84943,1.97398,-2.38317,1.55379,-0.27282,0.09086,0.37111,0.73201,4.83548,0.018979999999999962,-8.39095,-0.01533,-1.08072,1.38401,0
-0.95538,-0.6195,1.05066,-0.40594,0.31978,-0.09373,1.35148,-2.18378,0.55447,1.2534,-0.02091,1.67941,0.26037,-0.27546,1.49029,-4.24193,0.74184,0.67914,0.28441,3.71779,0.64843,0
-0.21937,-2.79004,-1.4144,5.47259,-1.39731,0.8609739999999999,-1.02523,-0.32159,-0.20298,1.64976,-0.68383,-0.91172,0.24733,0.85184,0.17103,-0.5781,0.10425,2.26539,1.69885,3.13527,2.41422,0
-2.04028,-5.51268,-2.6647,8.49894,-2.71586,1.59352,0.13945,0.27121,1.66542,1.00814,0.51691,0.37057,0.42537,-2.44711,1.12242,2.30703,-1.09131,3.588698,4.00536,3.6069,2.84319,0
-2.74137,-0.96575,0.16828,-0.8059800000000001,0.19747,-0.90717,0.24214,-1.56897,0.16301,2.4603,-0.53965,-0.36655,1.26997,-1.42181,-1.36761,-3.56111,0.4492,0.87545,-1.5976,1.03507,2.37687,0
4.35154,1.29091,-0.65429,4.23538,2.66071,-0.407258,-0.02241,2.65407,-1.52023,-3.79934,0.25098,-0.87395,-0.56736,0.34969,0.13911,8.58756,-0.59579,-6.06,-1.07218,0.79675,3.34328,0
1.033308,-0.55358,0.07732,3.27699,2.71162,0.52582,-0.37474,0.43645,-1.34944,-5.19496,0.57492,1.47326,-0.00301,0.30459,-0.77145,7.60995,0.08536400000000002,-4.17166,-2.90946,5.22329,2.17106,0
-1.1315899999999999,-2.8007,1.474,0.26567,-0.4829,0.0034839999999999984,1.12806,-0.69166,-0.83341,2.88124,-1.11182,0.46231,2.68264,0.93815,1.77824,-3.25513,-0.76956,2.8330279999999997,-0.42975,0.83845,1.241324,0
0.68959,-1.5702919999999998,2.47881,0.33919799999999994,-3.02532,2.91562,2.2794,1.07281,-0.30674,3.02862,1.9539,-0.99021,-0.40982,0.62132,-1.64319,0.0995,-0.01965,1.31098,3.4417,0.67936,1.873238,0
-1.15293,1.27856,3.94044,-5.96709,-1.22491,1.676218,1.39535,-1.07247,-1.54072,0.64416,0.89414,-0.54497,0.83262,1.84624,0.67227,-1.46238,0.749548,-1.83275,-2.9094,0.76774,0.59685,0
-0.29516,0.51612,1.54543,-2.17485,1.53299,0.62313,-0.62262,-0.5174,0.24236,-2.62983,-0.43853,-0.20593,2.56028,-1.37573,-0.45877,2.53882,0.2144,-3.0952,-1.90522,1.84694,0.06768,0
-0.38035,-1.42917,3.833,-5.94802,-1.73415,1.8477980000000003,-1.07833,-3.91007,1.011,0.25656,0.35136,-0.29039,-0.85345,0.49843,0.71557,-3.49882,-0.06901,-3.03163,-0.89319,4.36292,0.6502039999999999,0
-1.52043,-2.56826,-3.73555,-1.71467,3.39738,-2.29287,-1.62407,-5.73286,-1.05039,-0.685,0.59279,1.05231,-0.49509,0.91752,-0.17951,-6.93332,-0.10469,3.7834,-7.76489,2.51546,-2.911598,1
-1.50053,-0.68975,0.02295,1.21136,-1.27036,-1.45534,-1.4021,0.00869,-5.26585,-1.02969,-0.02426,-0.32805,0.00666,1.10106,0.58229,-1.24699,-0.38668,4.29402,-4.76981,-0.28268,0.22124400000000005,0
0.63314,0.91356,1.43421,-1.25966,-2.63893,-3.48473,1.2909,2.39742,-3.64103,-0.44322,0.42713,-2.10323,-0.3236,-0.18739,0.307,-1.77554,1.62219,2.47086,0.59347,-6.82802,-0.81619,0
-1.812322,-2.2424340000000003,-2.46027,7.62919,-2.95687,0.13502999999999998,0.29173,-0.00527,-2.19638,-1.53116,1.35596,-0.36061,1.29288,-0.81413,0.64524,1.0293,1.51139,3.95894,-0.24239,3.90936,2.2872019999999997,0
3.28269,2.26255,2.50344,-4.175928000000001,4.36388,-1.0077,-0.36873,2.0346,-1.39386,-0.09055,0.35074,-0.22123,0.52498,-1.3746,-1.44121,3.01781,1.33652,-4.66902,-1.91964,-1.75551,-0.16992800000000002,0
-2.24812,-2.86481,0.19249,0.7714,-0.1776,0.020309999999999974,0.61807,-1.61504,-0.24435,1.86403,-2.37521,-0.65938,1.16449,1.26619,-0.14306,-2.38333,0.13157,1.8439,-1.64226,1.61741,0.88218,0
0.13621,-1.63326,-3.285,5.92789,1.63097,-2.19143,-1.14991,-0.6849,0.78241,-2.19298,0.14852,-0.73292,-0.43063,-1.33583,-0.52142,-0.65845,0.6962579999999999,2.80645,1.67303,2.76767,0.11737800000000002,1
1.10089,0.88821,0.54301,-0.4444559999999999,-0.92359,-3.13195,2.80438,0.9357,-5.03167,0.02534,-1.70796,0.61631,0.85698,0.43652,-0.02093,-1.52583,0.37692,1.24373,-3.37202,-2.93433,1.14499,0
1.1054,-2.3454260000000002,0.79667,-0.09678,-1.95401,2.18854,0.43386,-1.10528,-0.18311,2.34301,-0.75138,-1.18963,1.78677,0.17919,0.08564,-0.88119,-0.50021,0.28683,0.6109,1.89844,0.08857,0
2.38798,4.80233,0.76162,-5.50559,1.27922,-2.7711999999999994,-0.67019,0.72031,0.20196,1.61909,0.72505,-0.42192,0.65669,-0.33737,-1.38364,-2.08065,-0.19829,-4.59965,-1.35023,-7.22118,-0.08518399999999997,0
-2.00622,-2.4713139999999996,1.84985,1.5178,2.60061,-1.0321139999999998,-0.53859,-0.73441,-2.79311,0.79007,0.09688,-1.30204,-0.65328,0.51767,-0.26333,-5.07961,0.389042,5.97343,-0.96912,3.94796,-0.23334,0
-1.7185960000000002,0.42191,1.7719,-2.2682120000000006,1.68815,-0.240456,0.88529,2.7713,-4.73039,2.68107,0.28957,-1.44059,0.89951,0.92079,1.42669,-0.10793,1.20936,4.95059,-5.11486,-4.20852,0.70249,0
0.5453,0.23444,-1.19191,2.48746,-2.67,-2.35003,-0.17882,0.36721,-1.56707,-2.36374,0.15433,-0.87198,-1.79257,0.18097,-1.71145,0.58272,-0.50174,-0.0443,0.62722,-0.59951,1.60793,0
0.54019,0.44057,3.3134,-4.89603,5.31799,3.77697,-0.92514,-0.81476,2.57336,-2.51861,-0.3891,0.63806,0.42016,-0.88238,1.01435,5.32776,0.127728,-6.22292,-1.87331,5.62864,-0.491,0
0.831742,-0.02114,-0.0072,3.66012,2.67282,0.86381,-1.15405,0.79694,-0.72508,-1.39509,-0.41022,0.41983,0.30474,-2.0369,-1.55882,4.64424,0.11122,-2.13397,-1.28496,4.81344,3.21076,0
-1.43176,0.14276,-0.09434,-2.42957,3.8229,-1.6409820000000004,-0.64222,-2.57292,-3.94764,1.77036,-0.21718,1.12305,-1.53331,-0.91918,-2.5676,-5.5155,-0.29292,2.50716,-8.82649,-0.06003,-1.42879,0
-0.68164,-1.10264,2.69697,-0.88484,-1.12186,0.82144,-0.66213,0.68316,-0.4075,3.53857,0.13453,0.67548,-0.12365,0.59078,0.83865,-2.14609,0.95194,1.1829,1.97288,0.13653,2.05917,0
-1.0791,0.43348,0.61248,-2.88999,-2.06553,1.03958,-0.08523,-4.5305,0.75621,-0.67989,0.58687,-0.15262,-0.15293,0.96646,0.25016,-1.73304,-0.07276,-5.44251,-4.41096,3.79334,2.05843,0
-3.3203319999999996,-1.76731,1.98328,-0.2011,2.08622,-1.34168,0.01663,-2.00805,-2.64834,-0.88779,-0.46876,1.19549,1.67115,1.3447,2.32627,-4.55903,-1.43887,4.55504,-3.16654,4.65543,-0.61673,0
1.62405,-0.15763,4.19529,-3.88723,1.06538,-1.33784,-1.80892,0.84351,-2.05249,-0.44382,0.78224,0.48722,-1.10678,1.32374,-0.77721,-0.50402,0.511876,-1.70028,-0.36294,-1.49219,-0.20659,0
1.356262,-1.62945,-4.0147,7.80602,-0.10384,-2.04487,-0.00175,1.24133,0.48209,-1.08694,-0.64454,0.70681,-0.02095,1.33042,0.0884,0.57848,0.71375,3.81241,4.16568,0.47431,-0.36154,1
-0.82754,1.19613,-0.26915,0.03975,-0.3094,-1.07567,-2.22467,1.50051,-0.72742,-1.97679,0.25415,0.63768,-0.8383,-0.18583,0.24337,1.71752,0.36904,0.71859,-0.12641,-2.65119,-0.50874,0
2.71734,3.08471,-0.73585,1.19594,2.09696,-0.72632,-1.33587,1.30594,4.17658,-1.64281,0.58028,1.30894,-0.24335,-1.04598,0.30363,5.31111,1.48124,-8.50252,3.1121,-0.57136,3.36772,0
0.42978,1.66333,0.06833,0.65572,-0.75579,-2.87155,2.24327,1.12595,-2.00734,0.30704,-0.56358,-0.42817,0.92175,0.93353,-0.09454,-1.38932,0.01088,0.20033,-0.43187,-3.32202,1.43064,0
-3.57139,2.391,3.292,-3.8974,2.27041,-1.653916,-1.54401,1.97437,-4.48786,4.30032,-0.07992,0.41261,0.95621,-1.29653,-0.82881,-4.68098,-0.141548,4.62276,-4.58073,-4.46043,1.29633,0
3.36145,0.60276,3.60431,0.05264,1.82967,-2.77657,0.04211,2.8597,-0.17736,-0.76688,-1.06844,-1.70266,0.76988,-0.38291,-0.76371,2.71414,1.05344,-5.10534,3.58337,-1.89731,1.790212,0
1.072372,0.93461,2.14607,-1.9978,3.91419,-0.0062,0.63715,-0.66572,1.9698,-0.29409,-0.68549,-0.2089,0.18427,0.23316,-1.37528,2.01314,0.25536,-7.2909,-0.23342,2.59053,2.13033,0
1.44421,-0.95997,1.59992,0.01693,-2.0483,2.19002,0.93299,0.83695,-0.95735,2.16784,-2.059,-0.53199,-1.35964,-0.66587,-1.59728,0.19986,0.04607,0.71722,2.06028,1.29105,1.186224,0
0.72497,-1.43769,2.60202,-2.044868,-0.71803,0.7475,-1.45145,1.82177,-3.85459,4.17591,-1.64882,0.31412,0.13358,0.71248,0.28613,-2.35725,0.37882,4.45671,-0.12413,-1.41057,0.05103,0
-1.25391,-0.96976,-0.09179,2.78771,3.71409,2.8104880000000003,0.2093,-2.28126,-0.6122,-2.03663,1.1606,-1.25981,-0.72856,-0.72375,-1.44158,3.10605,-0.72562,0.8476079999999999,-4.91102,9.84228,2.081564,0
-2.65859,0.4462,-1.27456,2.6447,-0.09252,-0.12755,1.05634,-0.07534,-3.97891,-1.33497,0.19607,-0.78062,-0.09115,-0.86729,1.2492,-0.03473,-0.301468,4.65973,-4.73227,2.29794,0.37011,0
2.48291,5.03485,0.58266,-8.26127,1.23991,5.39153,-0.74261,2.48997,4.21301,-0.49474,-0.14133,-0.75784,0.08219,0.97873,0.63048,9.64492,0.14147,-9.50879,-0.76082,-5.52359,-1.63316,1
-0.55722,7.03504,2.80627,-7.34909,-0.8611,1.89242,-1.32,1.30077,-5.86903,-2.0339,-0.30127,-1.18492,-0.25473,-2.34718,1.96088,2.89006,-1.02316,-2.10064,-8.65781,-2.00858,0.13255,0
1.79344,-1.349968,-3.4468,6.70583,-0.07259,-1.23514,0.62093,2.6856,-0.17334,0.9011,-0.78139,0.32825,0.92164,-0.62422,0.11473,0.23345,0.56042,6.39602,5.19455,-1.91698,-2.05093,1
-2.18501,1.22638,0.63495,-1.31667,1.00335,-3.50241,0.6401,-1.23711,1.27449,-3.5599,-1.37486,0.27377,-1.40721,-0.05238,0.07028,-2.06143,-1.37158,-1.304,0.00101,-0.62984,-0.35427,1
0.10988,3.63816,-5.31636,3.1376939999999998,-1.39235,-1.42224,1.91727,1.08136,-3.52396,-2.13677,-0.05831,0.61733,-0.83612,1.20336,-0.70374,3.64529,-0.63991,-0.539058,-5.6265,-2.49493,1.592294,0
0.67234,-1.16898,0.87096,2.9184239999999995,0.19883,-0.61069,0.30712,-0.26754,-0.55534,-3.78237,0.48593,0.34073,-0.0692,-1.5247,0.51872,3.65001,-0.278818,-3.22582,-0.68368,2.81403,1.922978,0
-4.49158,-0.57622,-0.9826,2.48018,3.96451,-2.7951,-0.27994,1.52831,-4.88213,2.12892,-0.38608,-0.07917,0.25006,1.26737,-1.24189,-2.54967,0.77768,8.08243,-6.3651,-2.3745,0.17961,0
2.31118,-1.01159,3.26423,2.2007,-0.75556,-3.10695,-1.32097,3.48642,-0.51135,-1.31714,-0.43909,-0.41795,0.89302,0.5225,-0.15529,2.17828,1.10842,-1.83312,6.19203,-2.34667,1.881672,0
-3.74429,-1.04521,4.11695,-2.7841,-2.094,-2.07179,0.4124,3.58868,-2.59552,0.63657,1.06214,-0.45464,1.04855,-0.04719,0.1128,-4.67318,0.57937,9.81423,4.85842,-5.71526,-1.5851359999999999,0
1.22595,0.77671,1.26284,-0.70761,0.86778,-0.97532,1.23813,2.05441,-4.2031,-2.11776,-0.24772,-0.46522,-0.94047,-0.83805,1.92826,3.06293,0.05621,0.22039,-3.35714,-2.04152,-0.37586,0
2.04318,-1.17328,-0.62853,0.63999,-1.00874,2.59516,0.67151,-2.72073,-0.6625,-3.38572,0.60612,-1.67777,-0.22794,0.46416,0.32472,2.84725,0.66026,-3.00124,-2.71923,6.4687,-0.54998,0
-0.59595,0.40705,-4.49563,6.17929,0.17186,1.0006680000000001,-0.5829,-2.18741,-0.23559,-4.32069,0.04854,-0.3096,0.79524,0.09848,0.85357,5.62084,-0.13571999999999998,-2.88623,-5.01891,7.01892,2.71046,0
-2.1639,0.25159,1.73242,-2.302,-2.47516,2.97289,0.50526,0.44716,0.07343,0.16937,-1.09315,-3.06007,0.61928,0.24593,0.24918,2.5888,-1.41869,-1.0925,-0.7281,0.17772,1.46883,0
0.51612,-0.12843,4.20135,-2.56183,1.72844,-0.809178,-2.25435,1.87708,-2.60321,-0.00312,-2.25104,1.06057,-0.59638,-0.26972,1.9276,-0.88126,0.11191,0.636394,0.41736,-1.2092,-0.06921,0
0.584502,-0.410818,6.43519,-7.83703,-3.21074,3.6332,0.28093,0.23654,1.33464,3.06579,0.53351,0.72124,-0.44215,-0.28108,0.11898,-0.95898,0.4616299999999999,-2.97295,2.7311,-0.62745,1.51692,0
1.20943,-2.75571,-5.24404,10.45212,2.20874,-3.03258,0.77299,5.51657,3.86924,0.96823,1.03892,1.05164,-0.61908,-0.76216,0.83336,3.42146,-0.8307200000000001,5.64233,10.37895,-5.49565,-0.73923,1
-0.76985,1.50415,2.55836,-3.3904759999999996,1.39534,0.57931,-0.96906,1.55591,-4.57005,4.04441,-0.36832,0.59005,0.26133,-0.12845,0.37025,-2.13647,1.44264,3.00475,-5.78363,-5.06105,-1.48071,0
2.50322,5.45606,-3.03534,-0.02275,4.27234,-0.26171,0.86405,0.19729,0.50773,0.02432,0.22799,0.70621,0.42906,-0.34163,0.056,3.39938,2.13031,-6.29853,-5.0009,-1.26656,1.39823,0
1.9942,3.21561,2.06617,-8.36295,-2.57453,2.93947,-0.54951,-3.56806,0.57762,1.23608,-1.27146,-0.66848,-1.12927,-0.71084,1.60793,-1.0368,2.06266,-8.47415,-4.71945,0.30464,0.281498,0
0.15605,-1.65458,0.24631,2.04396,-2.06912,1.9085900000000002,-0.65982,-0.03345,-1.39415,-0.22009,1.22859,1.07689,0.24028,-1.86006,0.69799,2.32579,0.09217,-0.10373,-0.64016,2.72369,1.83449,0
-0.00623,0.3822,4.46743,-4.19616,-4.18485,-4.730562,0.15348,3.14391,-5.13055,2.32775,0.95198,-0.25746,1.72828,1.2511,-1.15872,-6.77576,0.60418,3.5039160000000003,2.42599,-10.40272,-1.5390460000000001,0
-0.75445,-2.06539,2.19705,4.37879,-1.52292,-2.64463,1.50374,2.36698,-2.8245,-0.00206,0.59084,1.75183,-1.54302,-0.11116,0.18583,-1.73399,-0.34958200000000006,4.92736,4.18821,0.60975,1.580832,0
2.07528,2.47857,-1.5219,1.19286,4.22292,0.96035,-0.2517,0.52019,-1.99018,-1.01925,0.3204,-0.08199,-3.0078,-0.97532,0.33401,5.22431,0.63209,-3.65278,-6.09138,2.19111,1.140542,0
-2.45049,-0.43972,2.05634,-2.92704,-0.10351,-0.5117679999999999,1.18539,-0.09281,-1.73382,4.14655,-0.66767,0.17249,-0.2684,-1.13419,-0.62405,-4.13903,1.98197,2.76936,-2.31461,-2.15908,0.61552,0
1.63984,1.2027,4.70718,-4.80641,-0.70121,-4.67257,-0.60474,2.38835,-0.69783,2.56203,-0.30176,1.21757,0.32283,0.65028,0.00429,-5.28568,-0.72063,-0.5145,4.64931,-8.12763,0.040442,0
0.8777,-2.77622,-1.66335,3.4187960000000004,-1.82833,1.4887800000000002,-1.19768,-1.49512,0.08295,-1.5328,-0.22651,0.87873,1.46291,0.91205,-1.02836,3.1509,-0.53099,-0.8183,-0.63487,4.78796,0.22980800000000007,0
0.8322620000000001,-0.704082,5.48769,-6.163832000000001,-2.84944,1.98162,-0.09763,-1.55188,1.30392,4.51864,0.38009,-2.56214,-0.80699,1.21575,-0.94271,-4.61453,1.39374,-3.07164,1.5889,-0.30365,1.93765,0
0.99746,3.29626,-1.77801,1.352,1.06418,-1.166094,1.8668,2.34142,0.68797,-2.25395,-1.36763,0.40773,0.57928,0.002,-0.67029,3.85865,-0.109304,-2.15943,0.81226,-3.31615,1.083322,0
0.728486,1.47998,-0.39158,2.23174,2.29809,0.34221,-0.3341,0.70564,1.94556,-3.63421,0.04615,-0.7381,0.48367,0.20996,-1.73767,4.70339,-0.6183,-2.69963,0.9162,3.46858,1.80598,1
-0.897716,3.63133,3.86159,-6.3048,-2.28274,1.10786,0.018,-2.16777,-2.57988,-1.16919,0.11119,-0.65192,0.75757,-1.39212,-0.1745,-1.69456,-0.214,-3.95251,-4.93718,2.34253,1.83156,0
-2.36664,-3.06683,-1.02849,4.17043,-0.32514,-0.25277,-1.9158,-2.45516,0.74661,-0.59894,-0.48699,0.03977,0.68146,-2.08131,-0.5054,-1.18523,0.74621,0.82986,-0.54145,5.27232,2.23373,0
1.32451,-0.02221,2.15014,-4.33716,-2.06352,3.32726,-0.62052,-1.83192,0.60803,0.28628,0.3567,-1.15813,0.03339,0.84148,-0.4281,0.47054,-0.270302,-3.78818,-0.71824,2.45503,-0.23529,0
-0.62824,-0.72205,-2.25214,6.03521,-0.45719,-1.08173,-0.20717,-0.20643,-1.53228,-3.15394,-0.94497,0.58606,-0.9221,-1.46956,0.29933,0.34106,-0.39644,3.79595,0.60251,4.43211,2.662236,1
0.8096979999999998,1.045548,0.20509,0.66294,2.70809,0.52644,-1.12912,0.29554,-2.22374,-1.20617,-0.89769,-0.66025,-0.20449,-1.3993,-1.823,3.5701,0.30641,-2.45271,-4.18406,2.44283,1.2692240000000001,0
2.10266,-0.13371,-0.34505,3.88878,0.9355,-0.90549,-1.20508,0.25817,-2.4865,-1.19942,1.69031,0.40599,-1.15027,1.72077,0.20681,2.56042,-0.21352,-2.0342,-2.09659,3.07956,3.11724,0
-0.87449,-0.714818,-0.42654,-0.8799,1.28396,-2.08091,-0.03835,-4.36971,-0.81375,3.27137,0.07076,-0.61402,0.55,0.90147,0.24914,-7.67032,0.79537,0.22966,-4.76992,1.90467,0.58312,0
-1.76394,0.00987,1.50883,-1.71884,1.50571,1.08127,-0.46866,0.57216,-1.02414,-0.81594,0.48695,0.25996,0.72521,0.57961,-1.15563,0.75284,0.89863,2.07454,-1.43705,1.08381,-1.14698,0
1.91285,2.28467,-0.30793,1.1573280000000001,0.02973,-2.37296,-0.50841,1.4728,-0.57944,-1.97036,0.93851,0.06933,0.00052,0.5647,-1.22667,2.63199,-1.75778,-3.70706,0.11278,-2.56912,1.95573,0
2.981272,-0.20865,-1.25613,5.57766,-1.11295,-2.53378,0.01758,1.42184,-2.06529,-5.09805,-0.38902,1.14455,-0.49973,-0.85241,-0.47844,7.46436,1.26029,-6.36058,-0.69899,0.11531,3.5800520000000007,0
-1.20059,1.447038,-2.19519,-1.39253,2.82459,-4.49034,-0.49431,-1.98763,2.16824,0.12326,-0.52274,0.03227,-0.2953,0.93973,-0.61072,-2.99624,1.30585,-3.01127,-3.29635,-5.17991,-0.57064,1
-0.82261,-0.38293,0.63477,0.7697,-0.61556,-0.47177,-0.27562,-0.98759,-2.71118,0.16679,-0.65973,-0.51967,-0.603,-1.94608,0.49077,-2.11253,-0.0222,1.82795,-2.53079,2.3642,1.0495,0
1.60215,1.24134,2.89822,-1.75236,3.52197,-0.5341,-1.02734,2.09706,1.20026,-0.23976,-0.75492,-1.25076,-0.37388,1.8656,-1.19775,2.53088,-0.08933799999999999,-3.66397,2.25734,-0.45798,0.988836,0
-2.0451,-1.7446,-6.17478,4.72942,-0.29061,-5.06084,0.56552,-2.91622,-0.31675,-1.11379,-0.41176,-0.58428,-0.14346,-0.47843,-0.84178,-6.2016,-0.070316,5.78766,-2.47083,-2.61547,-1.5870859999999998,1
2.25973,1.82694,-1.41888,3.21137,1.24396,-1.51173,0.04772,1.17812,-0.51721,-3.68145,-0.76545,-0.26011,-0.77913,1.45312,-1.30395,5.66568,1.36294,-4.85908,-1.24115,0.3171,2.276076,0
-2.9119459999999995,-3.31005,3.90521,0.44077,1.6408,1.43724,-0.08135,0.8238,-2.37876,-0.27312,-0.39718,1.45456,0.47109,-1.01405,-1.20017,-1.00163,1.31426,6.6593,0.6511,5.37317,-0.28448,0
-1.20634,0.14854,0.15954,-0.50346,-0.35873,-0.30386,0.52739,-0.01884,-3.092,3.34045,1.54429,1.3811,1.50653,1.44811,-0.4531,-3.68579,1.26538,3.93948,-3.09142,-1.29656,-0.350556,0
-0.18438,-0.02858,3.12089,-2.83712,2.3221,0.43461999999999995,-0.64528,1.24143,-1.10738,-0.91043,-1.79097,-0.77411,-0.00741,-2.41252,0.85006,0.52882,-0.78138,1.18022,0.15091,0.5484,-1.47498,0
-0.90014,2.2744,-1.73518,-0.16803,2.73583,1.83902,1.14977,0.26846,-2.87926,-1.22042,-0.72475,-0.78876,0.47322,2.85625,-0.02271,3.09719,0.72377,1.47651,-6.7961,1.60896,-1.1378,0
3.17445,2.73226,-1.37554,4.07743,4.74104,0.287334,0.5283,2.01571,2.77819,-5.35829,0.01508,-0.64107,0.30633,0.61235,-1.07206,11.09095,1.81213,-9.60308,0.40551,3.30488,4.06166,0
-1.12199,0.57577,0.48508,-2.19894,1.31774,0.67086,0.36363,-1.23439,-1.59759,0.60005,1.99799,-0.3338,0.09102,2.53427,0.32955,-0.72887,0.30568000000000006,0.3746,-4.79921,0.54091,-0.70753,0
-1.06192,-1.36753,1.26053,0.44909600000000005,3.2986,1.52085,0.63608,-1.59565,-0.89948,-2.30677,-1.05802,0.8256,-1.12117,0.30493,1.3015,1.09073,-0.88817,0.62679,-2.19235,8.93224,0.5136419999999999,1
-1.10346,0.09318,4.28564,-6.82045,-4.45964,3.99641,1.09738,-1.18967,1.27605,1.89003,1.098,-0.16578,1.59961,1.70011,-0.7056,-0.03171,-0.42196,-4.21311,0.36362,0.02565,1.48129,0
0.81853,-1.51854,0.67134,0.54268,-2.57761,2.6947920000000005,-0.85675,-2.14809,-0.25249,-3.29776,0.25969,-0.2412,0.87344,1.72558,0.85071,2.80607,-0.29112,-2.34091,-0.57735,6.71476,0.41288,0
2.05743,0.78593,4.65425,-3.267138,0.4589,-3.21608,0.28103,2.84649,-0.37036,0.60899,0.76588,-0.05927,0.60636,-0.56468,-3.17918,-1.25342,2.01802,-1.3132620000000002,4.47762,-5.30498,0.71321,0
-0.37124,1.43203,-1.44814,0.38806199999999996,0.13467,-1.95463,-1.84447,1.13916,2.26326,-1.12281,0.48615,-0.36799,-0.47131,-0.17548,1.27384,2.05557,-0.28981,-1.4028260000000001,1.01815,-5.17479,0.03973800000000001,1
0.71359,0.0507,1.14935,2.74427,1.36125,-0.79668,0.61025,1.60573,0.62711,-3.12573,0.68723,0.70087,-0.61221,-1.0773,0.30831,4.63833,1.00197,-3.13967,2.25491,2.26038,2.630464,0
0.41784,0.24806,-0.88185,2.52054,-0.44296,0.0938,-0.20733,1.14097,-3.97093,1.48473,-0.58918,0.92346,-0.94901,1.23698,-1.58502,0.01251,-1.2796,3.37332,-2.70946,0.10031,0.05778599999999998,0
